사업명,기준년월,시도,수급권자수,수급가구수
기초생계급여,2021-08,강원도              ,52037,41689
기초생계급여,2021-08,충청북도            ,47439,38044
기초생계급여,2021-08,충청남도            ,55566,44403
기초생계급여,2021-08,전라북도            ,81041,60920
기초생계급여,2021-08,전라남도            ,67036,52917
기초생계급여,2021-08,경상북도            ,92090,73861
기초생계급여,2021-08,경상남도            ,92827,74046
기초생계급여,2021-08,제주특별자치도      ,19352,14516
기초생계급여,2021-09,서울특별시          ,251520,197408
기초생계급여,2021-09,부산광역시          ,141634,110405
기초생계급여,2021-09,대구광역시          ,94233,71728
기초생계급여,2021-09,인천광역시          ,94873,71312
기초생계급여,2021-09,광주광역시          ,53703,38560
기초생계급여,2021-09,대전광역시          ,46287,35069
기초생계급여,2021-09,울산광역시          ,20084,16354
기초생계급여,2021-09,세종특별자치시      ,3950,3083
기초생계급여,2021-09,경기도              ,230947,184587
기초생계급여,2021-09,강원도              ,52268,41930
기초생계급여,2021-09,충청북도            ,47540,38162
기초생계급여,2021-09,충청남도            ,55744,44595
기초생계급여,2021-09,전라북도            ,81219,61095
기초생계급여,2021-09,전라남도            ,67110,53059
기초생계급여,2021-09,경상북도            ,92499,74250
기초생계급여,2021-09,경상남도            ,93259,74475
기초생계급여,2021-09,제주특별자치도      ,19396,14556
기초생계급여,2021-10,서울특별시          ,252562,198418
기초생계급여,2021-10,부산광역시          ,142161,110940
기초생계급여,2021-10,대구광역시          ,94275,71856
기초생계급여,2021-10,인천광역시          ,95186,71623
기초생계급여,2021-10,광주광역시          ,53948,38814
기초생계급여,2021-10,대전광역시          ,46542,35281
기초생계급여,2021-10,울산광역시          ,20142,16414
기초생계급여,2021-10,세종특별자치시      ,3955,3086
기초생계급여,2021-10,경기도              ,232157,185751
기초생계급여,2021-10,강원도              ,52291,42016
기초생계급여,2021-10,충청북도            ,47783,38361
기초생계급여,2021-10,충청남도            ,55880,44731
기초생계급여,2021-10,전라북도            ,81388,61299
기초생계급여,2021-10,전라남도            ,67215,53177
기초생계급여,2021-10,경상북도            ,92784,74564
기초생계급여,2021-10,경상남도            ,93713,74894
기초생계급여,2021-10,제주특별자치도      ,19565,14681
기초생계급여,2021-11,서울특별시          ,254848,200526
기초생계급여,2021-11,부산광역시          ,144253,112602
기초생계급여,2021-11,대구광역시          ,95054,72582
기초생계급여,2021-11,인천광역시          ,95823,72181
기초생계급여,2021-11,광주광역시          ,54554,39308
기초생계급여,2021-11,대전광역시          ,46969,35673
기초생계급여,2021-11,울산광역시          ,20424,16667
기초생계급여,2021-11,세종특별자치시      ,4007,3119
기초생계급여,2021-11,경기도              ,234926,188253
기초생계급여,2021-11,강원도              ,52836,42498
기초생계급여,2021-11,충청북도            ,48272,38771
기초생계급여,2021-11,충청남도            ,56436,45247
기초생계급여,2021-11,전라북도            ,82021,61848
